"loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","fico_range_low","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","total_acc","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","application_type","acc_now_delinq","tot_coll_amt","mths_since_rcnt_il","avg_cur_bal","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_il_tl","num_rev_accts","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bc_limit","total_il_high_credit_limit","default","open_acc_6m","open_act_il","open_il_12m","open_il_24m","open_rv_24m","max_bal_bc","all_util","inq_fi","total_cu_tl","inq_last_12m","bc_util","num_tl_120dpd_2m","emp_length","il_util"
8400,36,14.48,289.06,1,"RENT",68500,"Source Verified","debt_consolidation",23.7,6,660,1,12,0,20,0,6454,43,579,575,0,0,0,0,0,10,6586,0,0,185,161,13,10,0,15,12,1,12,0,4,30,13,0,1,89.7,0,0,136248,6800,125748,"no",0,12,1,2,5,1502,91,9,2,15,76.6,0,1,92
18575,36,17.27,664.75,3,"MORTGAGE",46000,"Not Verified","home_improvement",8.27,2,660,0,17,0,9,0,6118,14,609,605,0,24,0,0,0,28,5867,0,0,28,121,32,28,2,34,17,2,17,0,3,1,10,0,0,64.3,0,0,70988,4500,2647,"no",0,1,0,0,0,1960,60,0,0,2,95,0,8,10
35000,60,10.78,757.16,2,"RENT",102000,"Source Verified","debt_consolidation",17.2,0,785,0,0,0,18,0,19830,42,549,545,0,0,0,0,0,18,24827,0,0,157,237,11,11,3,11,0,16,0,0,9,14,25,0,1,100,0,0,525911,71900,52711,"yes",0,3,0,1,1,5944,41,0,1,0,27.6,0,10,61
20000,36,12.88,672.73,1,"OWN",65000,"Not Verified","debt_consolidation",17.38,2,730,0,9,0,15,0,20914,21,534,530,0,0,0,0,0,17,2277,0,0,38,296,2,2,0,11,0,2,9,0,1,5,16,0,6,90,0,0,97417,40500,25684,"yes",2,1,0,3,8,5044,21,1,3,1,12.5,0,5,43
15000,36,5.32,451.73,0,"MORTGAGE",98500,"Not Verified","debt_consolidation",5.53,0,755,0,0,0,8,0,12632,13,789,785,0,0,0,0,0,151,36726,0,0,151,201,27,27,1,27,0,0,0,0,4,3,9,0,0,100,0,0,297569,30600,17969,"no",0,1,0,0,0,8334,36,0,0,0,41.3,0,10,31
8000,36,9.76,257.24,2,"RENT",72000,"Source Verified","credit_card",15.05,0,695,1,0,0,9,0,8084,12,709,705,0,0,0,0,0,11,5272,0,0,106,124,29,11,0,29,0,5,0,0,4,4,8,0,1,100,0,0,53976,8300,44476,"no",0,3,1,1,0,4603,88,1,1,1,93.1,0,1,89
10000,60,13.67,230.98,1,"MORTGAGE",50000,"Source Verified","debt_consolidation",9.84,0,660,0,0,48,8,1,451,43,514,510,0,0,0,0,76,8,7980,0,0,130,174,2,2,2,174,0,0,0,0,1,15,26,0,3,100,1,0,66610,500,63410,"no",1,2,2,2,3,378,77,3,0,4,75.6,0,7,97
24000,36,6.99,740.95,0,"RENT",125000,"Not Verified","credit_card",7.25,0,710,3,59,0,10,0,35938,21,679,675,0,0,0,0,0,26,3594,0,0,49,158,12,12,2,12,0,3,0,0,9,2,17,0,1,94.7,0,0,74900,74900,0,"no",0,0,0,0,4,17391,48,0,0,4,48,0,5,65
16000,36,11.99,531.36,1,"RENT",70000,"Verified","debt_consolidation",30.45,1,660,1,13,0,7,0,5076,13,594,590,0,0,0,0,0,1,9746,0,0,110,107,75,1,0,103,0,1,0,0,2,9,3,0,1,92.3,0,0,85272,2700,73501,"no",1,3,1,5,0,1700,69,2,3,3,94.6,0,3,60
5000,36,13.18,168.91,1,"MORTGAGE",91000,"Source Verified","other",10.68,1,665,1,21,0,13,0,10082,37,644,640,0,22,0,0,0,11,17964,0,0,161,186,1,1,5,10,21,1,21,4,3,8,24,1,6,82.9,0,0,281469,9300,14069,"no",2,1,1,1,6,7226,76,2,0,11,87.3,0,10,88
12000,36,15.77,420.53,3,"MORTGAGE",143000,"Source Verified","debt_consolidation",3.61,1,695,1,17,0,8,0,6198,12,699,695,0,35,0,0,0,3,44605,0,0,3,151,3,3,2,3,0,3,0,1,3,2,8,0,4,72.7,0,0,410330,16000,9794,"no",4,2,2,2,2,2699,49,1,0,3,35.6,0,0,89
21000,60,12.88,476.53,1,"RENT",83000,"Not Verified","credit_card",16.05,0,665,0,0,68,14,1,18361,38,724,720,0,0,0,0,0,16,2972,0,0,129,248,18,16,0,28,0,0,0,0,5,9,28,0,0,100,1,0,65329,15400,27729,"no",0,2,0,2,1,3207,59,6,4,2,71.6,0,10,73
6000,36,5.32,180.69,0,"RENT",90000,"Not Verified","car",20.87,0,740,0,26,0,23,0,11853,44,749,745,0,26,0,0,0,0,1944,0,0,242,314,4,4,0,22,0,19,0,1,2,18,26,0,3,97.7,0,0,110919,23700,58419,"no",2,0,1,2,10,2801,18,1,4,1,36.1,0,5,72
21000,36,8.49,662.83,2,"MORTGAGE",120000,"Not Verified","credit_card",3.3,0,670,0,0,0,4,0,14333,26,739,735,0,0,0,0,625,94,60291,0,0,138,150,1,1,6,134,0,0,0,0,2,16,4,0,1,100,0,0,280975,38000,0,"no",1,0,0,0,1,13482,31,0,0,0,37.7,0,10,85
10000,36,5.32,301.15,0,"MORTGAGE",94000,"Not Verified","credit_card",24.37,0,765,2,0,0,29,0,15893,41,769,765,0,0,0,0,0,13,6119,0,0,144,350,3,3,5,98,0,1,0,0,4,9,27,0,1,100,0,0,258903,21400,86353,"no",1,5,0,2,3,8024,63,2,1,2,59.4,0,10,79
20000,36,7.26,619.93,0,"MORTGAGE",150000,"Not Verified","debt_consolidation",9.86,0,795,1,50,0,13,0,11296,37,764,760,0,0,0,0,0,7,62243,0,0,158,214,5,5,4,20,50,2,50,0,2,14,18,0,3,97.3,0,0,750520,109000,108820,"no",1,1,2,4,2,8960,10,1,3,7,10.3,0,3,74
5000,36,11.99,166.05,1,"RENT",65000,"Verified","major_purchase",18.52,0,690,0,66,0,10,0,20381,14,554,550,0,66,0,0,0,17,3102,0,0,253,158,11,11,0,11,0,11,0,0,5,3,11,0,1,92.9,0,0,45600,16700,12000,"yes",0,1,0,1,1,7058,61,0,0,1,78.1,0,2,63
16200,36,17.57,582.19,3,"MORTGAGE",45000,"Source Verified","debt_consolidation",13.23,1,660,1,15,0,11,0,3172,27,709,705,2,24,0,0,4412,16,23814,0,0,91,190,1,1,6,1,66,4,15,2,4,2,18,0,3,84.6,0,0,359694,9800,10000,"no",3,1,0,1,6,1822,57,1,0,2,32.4,0,1,88
23000,36,7.89,719.57,0,"OWN",60000,"Verified","credit_card",11.44,0,715,2,0,0,7,0,17553,21,739,735,0,0,0,0,0,9,3590,0,0,152,164,4,4,0,7,0,1,0,0,3,7,14,0,3,100,0,0,64260,33500,12260,"no",1,1,1,1,3,9816,39,0,2,6,52.4,0,10,62
4200,36,13.67,142.88,1,"MORTGAGE",50000,"Verified","medical",26.45,1,690,2,12,0,14,0,19707,46,769,765,0,56,0,0,0,4,20102,0,0,117,200,2,2,4,2,71,1,71,2,7,6,35,0,4,95.6,0,0,337700,27800,14000,"no",3,2,2,3,4,12427,71,2,0,3,70.9,0,7,92
20000,36,6.89,616.54,0,"MORTGAGE",97800,"Source Verified","home_improvement",17.23,0,790,0,0,0,18,0,10588,26,684,680,0,0,0,0,0,3,27692,0,0,67,112,2,2,3,2,0,0,0,0,9,2,21,0,4,100,0,0,644900,114900,35000,"no",4,1,1,1,5,3207,28,0,0,0,9.2,0,8,98
18000,60,11.99,400.31,1,"OWN",41000,"Verified","credit_card",26.46,1,660,0,6,75,15,1,8563,47,669,665,0,0,0,0,0,6,2327,0,0,108,265,7,6,7,8,0,5,6,0,2,5,34,0,8,97.3,1,0,57128,14400,29081,"yes",1,2,2,2,11,3644,61,1,1,11,48,0,3,90
6000,36,6.89,184.97,0,"MORTGAGE",157000,"Not Verified","vacation",18.41,0,710,0,37,0,11,0,30686,24,694,690,0,0,0,0,0,13,47191,0,0,139,173,39,13,2,39,0,14,0,0,2,12,9,0,0,95.8,0,0,668024,20700,65372,"no",0,4,0,5,0,10395,76,2,6,0,77.7,0,5,73
12600,36,7.91,394.32,0,"MORTGAGE",60000,"Source Verified","debt_consolidation",15.64,1,675,0,9,0,19,0,16912,23,764,760,0,9,0,0,205,73,6372,0,0,93,175,3,3,1,3,0,23,0,1,10,4,17,1,1,95.7,0,0,169003,53800,13682,"no",1,2,0,0,5,3067,39,0,2,0,26.9,0,1,109
5000,36,11.99,166.05,1,"RENT",15792,"Verified","other",26.67,0,695,0,0,0,4,0,14059,7,734,730,0,0,0,0,0,121,3515,0,0,121,191,11,11,0,11,0,0,0,0,3,3,4,0,1,100,0,0,15400,15400,0,"no",0,0,0,0,1,7255,91,0,0,0,91.3,0,9,81
7500,36,9.76,241.16,2,"MORTGAGE",52000,"Source Verified","debt_consolidation",5.52,0,695,0,34,0,8,0,7431,12,754,750,0,0,0,0,0,63,34261,0,0,63,163,39,36,2,40,0,0,34,0,2,1,9,0,0,91.7,0,0,190807,9500,0,"no",0,0,0,0,0,5638,74,0,2,0,78.2,0,7,74
12225,60,18.99,317.06,4,"MORTGAGE",36000,"Source Verified","debt_consolidation",12.3,0,660,1,48,64,6,1,770,24,569,565,0,48,0,0,7818,3,41871,0,0,105,158,2,2,2,3,81,2,72,4,1,8,14,0,5,78.3,0,0,256254,1000,8516,"yes",4,2,2,2,3,161,74,0,0,4,16.1,0,10,96
12000,60,14.85,284.54,1,"RENT",52500,"Verified","debt_consolidation",31.25,0,660,1,44,69,9,2,4717,24,644,640,0,44,0,0,0,3,6104,0,0,112,144,7,3,2,28,0,4,0,1,2,12,10,0,4,94.7,2,0,68153,3500,57553,"yes",1,3,2,4,3,2093,81,2,0,1,90.3,0,6,87
7000,36,10.64,227.98,2,"RENT",38000,"Verified","debt_consolidation",18.45,0,705,0,0,35,16,1,6208,17,654,650,0,0,0,0,102,2,5038,0,0,130,30,22,2,0,27,0,4,0,0,1,13,4,0,1,100,1,0,87959,7000,76159,"no",1,12,1,4,1,6187,92,5,0,2,88.4,0,0,98
1000,36,11.22,32.85,2,"MORTGAGE",23000,"Verified","major_purchase",25.26,1,715,1,6,0,12,0,8327,38,589,585,0,0,0,0,0,5,1546,0,0,135,562,4,4,0,4,6,4,6,0,5,10,28,0,3,94.3,0,0,34803,24600,8703,"no",2,2,1,4,4,3567,44,0,1,3,33.8,0,7,82
9000,36,5.32,271.04,0,"MORTGAGE",34068,"Not Verified","credit_card",11.62,0,780,0,0,0,21,0,6904,29,784,780,0,0,0,0,0,158,8099,0,0,158,494,9,9,4,32,0,0,0,0,3,1,24,0,1,100,0,0,212420,19700,0,"no",0,0,0,0,4,2299,10,0,0,0,21.5,0,10,86
7500,36,5.32,225.87,0,"MORTGAGE",1e+05,"Source Verified","credit_card",4.62,0,700,0,62,0,9,0,8807,25,684,680,0,62,0,0,0,97,28621,0,0,126,513,26,26,4,26,62,0,62,1,4,2,17,0,0,84,0,0,296630,13900,0,"no",0,0,0,0,0,4727,50,0,1,0,63.1,0,10,95
12000,60,18.99,311.23,4,"RENT",65000,"Source Verified","debt_consolidation",18.91,0,670,2,0,0,21,0,20037,33,579,575,0,0,0,0,0,6,6056,0,0,117,161,3,3,1,3,0,3,0,0,6,12,20,0,4,100,0,0,129331,28800,91531,"yes",3,5,1,1,8,5786,75,1,0,2,64.1,0,10,95
16300,36,11.99,541.32,1,"MORTGAGE",60000,"Not Verified","debt_consolidation",29.32,0,715,0,0,0,25,0,26637,39,759,755,0,0,0,0,0,17,13837,0,0,133,171,6,6,1,17,0,9,0,0,5,13,25,0,2,100,0,0,368762,63500,54791,"no",2,7,0,2,3,8681,49,2,1,1,37.2,0,10,62
5000,36,7.89,156.43,0,"RENT",108000,"Verified","credit_card",16.36,0,690,0,65,0,9,0,5750,26,709,705,0,65,0,0,0,1,6686,0,0,114,226,2,1,1,36,78,18,78,2,2,10,15,0,4,96,0,0,72683,5900,60883,"no",3,3,2,4,3,3099,82,2,1,0,80.3,0,0,97
10000,36,13.18,337.81,1,"MORTGAGE",63000,"Verified","debt_consolidation",21.58,0,660,0,61,0,17,0,13336,39,594,590,0,0,0,0,766,4,21606,0,0,183,186,15,4,1,15,0,5,0,0,4,28,10,0,3,100,0,0,350688,13800,170950,"no",2,12,2,2,1,4939,105,2,0,5,96.6,0,3,106
6000,36,15.41,209.2,3,"OWN",75000,"Verified","medical",32.45,0,700,0,0,0,11,0,18943,38,584,580,0,0,0,0,50,5,36029,0,0,135,157,1,1,3,4,0,6,0,0,2,11,24,0,7,100,0,0,426292,15000,118992,"yes",4,4,2,3,5,11998,83,1,6,2,96.9,0,9,83
9600,36,10.78,313.3,2,"MORTGAGE",110000,"Verified","debt_consolidation",34.79,0,670,1,59,0,22,0,46299,41,669,665,0,77,0,0,0,6,6671,0,0,139,155,12,6,2,12,59,3,59,1,6,14,25,0,3,95.1,0,0,165141,22600,107741,"no",1,5,2,5,6,10925,81,2,7,4,70.3,0,10,81
35000,36,13.44,1186.72,1,"MORTGAGE",150000,"Source Verified","credit_card",9.73,0,700,0,0,0,11,0,30188,32,744,740,0,0,0,0,0,6,33184,0,0,219,194,25,6,2,25,0,1,0,0,4,17,13,0,1,100,0,0,399182,30700,72317,"no",1,4,1,1,0,14443,92,2,0,5,98.3,0,10,89
15000,36,9.17,478.19,2,"RENT",48000,"Source Verified","car",12.2,0,680,0,0,95,10,1,8588,11,734,730,0,0,0,0,0,16,1717,0,0,135,310,26,16,0,51,0,17,0,0,4,2,9,0,0,100,1,0,22300,6200,8000,"no",0,1,0,1,0,2623,69,2,0,0,79.1,0,10,86
24000,60,16.55,590.68,3,"RENT",110000,"Source Verified","credit_card",18.14,4,670,1,22,0,10,0,7653,10,519,515,0,25,0,0,0,92,17702,0,0,121,44,6,6,0,6,0,6,0,0,4,6,4,0,2,60,0,0,171797,37500,134297,"yes",1,6,0,0,2,4453,92,0,0,1,20.4,0,2,132
8000,36,10.64,260.55,2,"RENT",82000,"Verified","debt_consolidation",18.79,0,695,0,0,0,11,0,21687,19,749,745,0,0,0,0,0,6,3279,0,0,146,203,13,6,0,13,0,13,0,0,3,6,12,0,1,100,0,0,43464,14300,18300,"no",1,3,1,4,1,6869,83,1,0,0,95,0,10,79
18000,36,5.32,542.07,0,"OWN",145000,"Verified","debt_consolidation",1.36,0,760,0,36,0,15,0,8146,50,769,765,0,0,0,0,0,73,13264,0,0,126,165,25,25,5,30,0,0,36,0,3,5,40,0,0,98,0,0,265252,95400,0,"no",0,0,0,0,0,5618,8,0,2,0,8.5,0,10,75
10000,36,5.32,301.15,0,"MORTGAGE",95000,"Not Verified","home_improvement",7.33,0,780,0,73,0,21,0,2198,60,794,790,0,0,0,0,0,16,16065,0,0,126,304,4,4,4,4,0,8,73,0,4,21,35,0,2,96.7,0,0,380064,41700,127234,"no",1,2,0,1,9,1417,30,1,1,1,4.4,0,6,98
22075,36,15.41,769.68,3,"RENT",48000,"Source Verified","debt_consolidation",15.03,0,710,1,0,0,3,0,14943,5,739,735,0,0,0,0,0,23,9073,0,0,53,79,70,23,0,0,0,4,0,0,0,3,2,0,0,100,0,0,32896,0,17096,"no",0,1,0,1,0,0,83,0,5,1,96.3,0,6,72
15000,36,10.78,489.52,2,"OWN",143000,"Verified","debt_consolidation",20.09,1,670,1,19,0,12,0,12125,16,569,565,0,79,0,0,0,2,50767,0,0,130,133,10,2,1,10,0,2,0,0,4,5,10,0,4,86.7,0,0,615045,8600,86995,"yes",1,3,2,2,2,4930,70,5,1,11,95.7,0,8,110
9600,36,11.99,318.82,1,"MORTGAGE",78000,"Not Verified","credit_card",9.88,0,670,1,0,0,7,0,14267,22,704,700,0,0,0,0,1485,0,36042,0,0,126,253,3,3,4,6,0,3,0,0,3,2,16,0,4,100,0,0,285267,29500,22887,"no",2,1,2,3,5,4756,7,0,0,3,40.7,0,10,43
10000,36,9.17,318.79,2,"RENT",65000,"Not Verified","credit_card",8.14,0,670,1,32,0,10,0,986,21,704,700,0,32,0,0,109,2,977,0,0,112,130,2,2,0,95,0,2,0,1,1,9,11,0,3,95.2,0,0,28768,10000,13968,"no",2,2,2,3,3,986,34,1,1,1,9.9,0,10,63
6800,36,7.26,210.78,0,"OWN",26000,"Verified","debt_consolidation",17.51,0,720,0,0,0,5,0,9058,13,754,750,0,0,0,0,0,88,3376,0,0,127,340,57,57,0,84,0,0,0,0,2,4,9,0,0,100,0,0,23100,12600,10500,"no",0,2,0,0,0,6650,59,0,1,0,71.9,0,0,42
8000,36,6.24,244.25,0,"RENT",38500,"Not Verified","credit_card",26.34,1,705,0,19,89,8,1,8898,13,714,710,0,19,0,0,0,20,8671,0,0,149,120,9,9,0,39,0,18,0,0,3,6,7,1,1,92.3,1,0,91225,13100,74525,"no",0,2,0,1,2,3827,47,0,0,0,65.5,0,9,43
3000,36,12.59,100.5,1,"OWN",42000,"Verified","credit_card",34.49,0,685,0,0,0,18,0,9664,25,669,665,0,0,0,0,0,6,2614,0,0,59,115,1,1,0,3,0,8,0,0,5,8,17,0,4,100,0,0,74204,9900,47704,"no",3,4,1,1,8,3355,63,5,3,3,63,0,2,78
27000,60,11.99,600.47,1,"MORTGAGE",94000,"Verified","debt_consolidation",13.61,4,695,1,12,0,13,0,11377,32,729,725,0,12,0,0,412,24,32905,0,0,170,356,1,1,3,1,12,1,12,1,4,6,23,2,1,75,0,0,502250,24600,26850,"no",1,1,0,1,2,5901,58,0,6,7,45.6,0,10,74
4700,36,16.55,166.52,3,"OWN",13000,"Verified","debt_consolidation",29.46,0,705,0,0,0,3,0,1064,5,569,565,0,0,0,0,0,10,5341,0,0,165,13,13,10,0,13,0,10,0,0,1,3,2,0,1,100,0,0,18362,500,16362,"no",0,1,1,1,2,488,87,0,1,6,97.6,0,5,91
20000,36,12.59,669.94,1,"MORTGAGE",66800,"Source Verified","debt_consolidation",28.49,0,685,1,28,64,12,1,7245,19,704,700,0,0,0,0,0,0,13405,0,0,153,192,1,1,2,1,0,1,0,0,3,8,9,0,4,88.9,1,0,214129,21300,66129,"no",1,1,1,3,1,1515,73,6,0,4,20.7,0,2,72
8000,36,9.8,257.39,2,"MORTGAGE",95000,"Not Verified","debt_consolidation",9.46,0,665,0,0,65,5,1,2065,18,704,700,0,0,0,0,0,44,5522,0,0,161,371,13,13,4,13,0,1,0,0,2,7,7,0,0,100,1,0,44982,3200,40282,"no",0,2,0,0,1,1417,61,2,2,3,64.5,0,3,63
14000,36,11.22,459.81,2,"MORTGAGE",65000,"Verified","debt_consolidation",23.62,0,695,1,29,86,12,1,3649,23,664,660,0,29,0,0,919,6,3030,0,0,250,68,12,6,1,63,0,2,0,0,2,15,7,0,2,91.3,1,0,58397,5600,47497,"no",1,5,1,2,2,1713,62,2,0,6,52.6,0,7,69
18000,36,7.91,563.31,0,"MORTGAGE",48000,"Not Verified","debt_consolidation",27.6,0,695,0,81,0,15,0,16345,35,659,655,0,0,0,0,0,6,14030,0,0,215,135,8,6,3,33,0,6,0,0,2,20,12,0,2,97.1,0,0,247449,16500,61911,"yes",1,6,1,2,2,5951,54,1,1,2,49.4,0,6,63
4800,36,15.41,167.36,3,"RENT",15000,"Not Verified","credit_card",11.84,0,690,1,0,0,5,0,6640,6,684,680,0,0,0,0,0,39,4465,0,0,39,52,4,4,0,26,0,4,0,0,2,1,5,0,1,100,0,0,28984,7100,15684,"no",1,1,0,0,1,4426,77,0,0,1,93.5,0,5,100
12000,36,9.76,385.86,2,"RENT",48000,"Source Verified","debt_consolidation",15.48,0,695,0,0,0,5,0,16882,7,679,675,0,0,0,0,0,3,3988,0,0,39,188,39,3,0,39,0,3,0,0,4,2,4,0,1,100,0,0,24876,20800,4076,"no",1,1,1,1,0,4738,80,1,1,1,81.2,0,8,75
15000,36,13.18,506.72,1,"RENT",1e+05,"Source Verified","debt_consolidation",6.07,1,660,0,21,74,8,1,5451,25,559,555,0,77,0,0,80,13,1565,0,0,123,152,13,13,1,31,70,2,21,1,2,3,20,0,0,88,1,0,18778,3500,10578,"no",0,1,0,1,2,2965,67,0,0,2,98.3,0,3,67
8400,36,6.89,258.95,0,"MORTGAGE",50000,"Source Verified","credit_card",8.09,0,680,0,0,0,8,0,8696,9,519,515,0,0,0,0,0,120,1087,0,0,120,191,9,9,0,18,0,9,0,0,4,1,8,0,1,100,0,0,33300,17600,0,"no",0,0,0,0,3,2057,26,0,0,1,30,0,6,79
2700,36,7.89,84.48,0,"MORTGAGE",37000,"Source Verified","vacation",0,0,785,0,0,0,4,0,0,14,804,800,0,0,0,0,0,32,25062,0,0,32,182,22,8,4,22,0,9,0,0,0,1,9,0,1,100,0,0,127075,24500,0,"no",0,0,0,0,1,0,0,1,0,1,0,0,1,88
2000,36,13.44,67.82,1,"RENT",55000,"Verified","debt_consolidation",23.43,1,700,0,23,0,6,0,19968,29,654,650,0,0,0,0,88,40,17827,0,0,136,387,11,11,0,11,23,11,23,0,3,19,10,0,1,96,0,0,93267,21500,71767,"no",0,2,0,0,2,10143,94,0,0,1,92.9,0,2,98
16000,36,6.49,490.32,0,"RENT",60000,"Source Verified","debt_consolidation",25.02,0,705,0,28,0,18,0,17474,40,729,725,0,28,0,0,0,17,13021,0,0,197,204,31,17,4,31,29,17,29,1,6,12,23,0,0,95,0,0,296519,44200,33219,"no",0,3,0,3,0,5644,42,1,0,0,39.5,0,10,61
5000,36,11.99,166.05,1,"MORTGAGE",47750,"Source Verified","debt_consolidation",13.11,0,705,1,0,0,8,0,4611,28,749,745,0,0,0,0,0,28,15243,0,0,159,136,1,1,1,1,0,2,0,0,3,16,11,0,1,100,0,0,109653,7200,32053,"no",1,2,0,0,1,2741,69,0,2,1,64,0,9,70
29000,60,9.76,612.75,2,"MORTGAGE",69136,"Not Verified","credit_card",23.55,0,685,0,61,109,16,1,6675,29,724,720,0,61,0,0,125,4,17183,0,0,111,216,2,2,2,2,0,7,71,3,2,9,18,0,4,89.7,1,0,326590,22300,49427,"no",3,5,1,2,4,5523,48,0,0,1,25.5,0,6,79
15650,36,9.76,503.22,2,"MORTGAGE",105000,"Not Verified","debt_consolidation",19.49,0,685,0,35,0,12,0,5707,25,709,705,0,0,0,0,66,1,31661,0,0,115,253,4,1,4,4,42,2,42,0,4,9,12,0,4,80,0,0,399333,12600,73575,"no",3,4,2,4,2,2721,81,1,1,2,43.6,0,8,89
13500,60,18.49,346.42,4,"RENT",27000,"Source Verified","debt_consolidation",28.67,0,675,0,0,60,8,1,7345,10,569,565,0,0,0,0,0,13,3591,0,0,33,114,13,13,0,21,0,9,0,0,2,2,8,0,0,100,0,1,38043,2600,25243,"yes",0,1,0,1,3,1215,76,2,0,2,65.1,0,4,85
9000,36,11.22,295.59,2,"RENT",35000,"Source Verified","debt_consolidation",9.5,0,670,0,0,0,8,0,8281,17,609,605,0,0,0,0,0,52,4113,0,0,59,64,10,10,0,10,0,0,0,0,4,2,15,0,1,100,0,0,40126,8000,24626,"no",0,1,0,0,3,3916,82,0,4,0,91.3,0,0,100
5000,36,11.99,166.05,1,"RENT",60000,"Verified","moving",19.27,0,705,2,24,0,13,0,18425,30,619,615,0,24,0,0,0,15,1721,0,0,140,129,4,4,0,8,0,2,42,0,3,7,22,0,7,93.1,0,0,61619,20600,13284,"no",2,1,0,1,8,12567,36,0,0,2,70.2,0,8,19
24000,36,9.76,771.72,2,"MORTGAGE",72000,"Source Verified","debt_consolidation",31.67,0,725,0,0,0,17,0,46169,34,764,760,0,0,0,0,0,18,4242,0,0,267,200,36,18,2,36,0,11,0,0,6,12,20,0,0,100,0,0,116896,53600,54596,"no",0,3,0,1,0,12532,58,1,1,1,85.8,0,10,40
18000,36,6.24,549.56,0,"MORTGAGE",84000,"Not Verified","credit_card",15.39,0,710,0,0,0,12,0,23246,20,729,725,0,0,0,0,296,37,18601,0,0,183,113,11,11,2,11,0,4,0,0,6,8,10,0,1,100,0,0,288825,46200,33125,"no",0,2,0,0,3,8256,41,0,6,1,41.4,0,4,39
16000,60,13.67,369.57,1,"MORTGAGE",145000,"Source Verified","debt_consolidation",23.7,0,660,1,37,0,14,0,22015,39,679,675,0,37,0,0,169,13,26586,0,0,131,342,4,4,6,4,58,4,58,7,5,11,20,0,1,81.6,0,0,703217,15100,66611,"no",1,3,0,2,4,5403,81,3,5,2,76.5,0,10,81
10000,60,11.48,219.83,2,"RENT",55000,"Verified","debt_consolidation",24.61,0,675,0,0,48,5,2,10835,33,729,725,0,44,0,0,0,1,4607,0,0,159,216,18,1,0,19,0,0,0,0,2,8,25,0,1,82,1,1,32122,17250,12922,"no",1,1,1,1,2,5689,56,0,0,0,63,0,1,94
17000,36,11.99,564.57,1,"MORTGAGE",95000,"Not Verified","debt_consolidation",23.99,0,705,1,62,69,12,1,15374,19,714,710,0,0,1,0,0,20,15504,0,0,99,67,22,7,2,22,0,4,0,0,5,8,9,0,1,94.7,0,1,216547,15200,54847,"no",0,3,0,2,1,3712,64,1,3,5,68.5,0,8,65
8000,36,11.99,265.68,1,"OWN",23200,"Verified","debt_consolidation",33.78,0,675,1,0,0,12,0,13545,22,669,665,0,0,0,0,0,15,1443,0,0,25,109,1,1,0,7,0,1,0,0,7,2,20,0,2,100,0,0,40450,29100,7250,"no",1,2,0,1,4,4639,43,0,0,2,45.3,0,2,52
9900,36,9.17,315.61,2,"RENT",57000,"Not Verified","credit_card",21.71,0,690,0,0,0,13,0,17526,15,734,730,0,0,0,0,0,25,2883,0,0,26,165,2,2,1,2,0,13,0,0,7,2,12,0,2,100,0,0,68674,25900,33274,"no",1,1,0,0,7,4201,55,1,0,0,53.2,0,10,60
2000,36,9.17,63.76,2,"MORTGAGE",62000,"Not Verified","vacation",6.35,0,750,0,0,0,3,0,364,9,789,785,0,0,0,0,0,16,82229,0,0,25,141,16,16,1,0,0,16,0,0,0,3,5,0,0,100,0,0,257022,0,20022,"no",0,1,0,2,2,0,81,0,3,0,90.3,0,6,83
8400,36,12.88,282.55,1,"RENT",20000,"Source Verified","debt_consolidation",26.11,0,665,1,79,64,5,1,2291,21,699,695,0,79,0,0,0,13,2560,0,0,206,141,19,13,0,55,0,4,0,1,1,15,6,0,0,94.4,1,0,28609,3300,23409,"no",0,3,0,1,1,2291,45,2,8,1,69.4,0,0,45
24000,36,5.32,722.76,0,"MORTGAGE",95000,"Not Verified","debt_consolidation",14.14,0,740,0,0,0,17,0,22146,46,794,790,0,0,0,0,0,5,11549,0,0,133,271,30,5,7,43,0,0,0,0,3,18,21,0,1,100,0,0,204936,36900,56756,"no",1,4,1,3,0,8912,69,0,0,0,49.1,0,10,88
10000,36,13.99,341.73,1,"OWN",52000,"Verified","debt_consolidation",29.31,0,690,4,72,0,15,0,9747,45,719,715,0,0,0,0,0,3,4774,0,0,121,134,2,2,5,5,72,1,72,0,5,22,19,0,8,93,0,0,106395,12600,58095,"no",5,3,2,3,5,2398,26,1,1,4,40,0,10,91
7200,36,9.76,231.52,2,"MORTGAGE",45000,"Source Verified","debt_consolidation",11.23,0,660,1,32,34,15,1,9108,45,554,550,0,32,0,0,0,50,759,0,0,137,242,3,3,5,3,0,6,32,1,7,6,34,0,4,94.6,1,0,12400,8300,0,"yes",1,0,0,0,9,1926,74,1,7,5,89.6,0,10,65
