"loan_amnt","term","int_rate","installment","grade","home_ownershipMORTGAGE","home_ownershipOWN","home_ownershipRENT","annual_inc","verification_statusNot.Verified","verification_statusSource.Verified","verification_statusVerified","loan_status","purposecar","purposecredit_card","purposedebt_consolidation","purposehome_improvement","purposehouse","purposemajor_purchase","purposemedical","purposemoving","purposeother","purposerenewable_energy","purposesmall_business","purposevacation","dti","delinq_2yrs","fico_range_low","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","total_acc","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","application_type","acc_now_delinq","tot_coll_amt","mths_since_rcnt_il","avg_cur_bal","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_il_tl","num_rev_accts","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bc_limit","total_il_high_credit_limit","open_acc_6m","open_act_il","open_il_12m","open_il_24m","open_rv_24m","max_bal_bc","all_util","inq_fi","total_cu_tl","inq_last_12m","bc_util","num_tl_120dpd_2m","emp_length","il_util"
7800,36,15.41,271.96,3,0,0,1,66000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,21.29,0,665,1,57,0,8,0,2101,16,674,670,0,0,1,0,0,6,3408,0,0,102,123,5,5,0,5,0,3,0,0,3,10,6,0,2,87.5,0,0,44023,2800,41023,2,4,1,5,3,977,62,3,0,2,72.3,0,8,61
7200,36,10.64,234.5,0,1,0,0,120000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.28,1,690,1,23,0,7,0,6075,11,734,730,0,56,1,0,0,3,29057,0,0,184,43,27,3,4,27,0,5,0,1,3,4,3,0,1,81.8,0,0,251125,6900,35725,1,3,1,1,0,3023,45,0,0,1,88,0,10,37
4300,36,10.78,140.33,0,0,0,1,45000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.97,1,680,2,19,0,4,0,2644,9,754,750,0,19,1,0,0,63,7792,0,0,63,101,16,16,0,16,0,0,0,1,2,1,7,1,0,88.9,0,0,37375,7100,28875,0,1,0,0,1,1537,83,1,0,2,37.2,0,4,99
8000,36,10.64,260.55,0,0,1,0,63000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28.69,0,730,2,0,102,14,1,5010,31,644,640,1,0,1,0,445,7,15686,0,0,146,184,2,2,1,2,0,2,0,0,2,15,15,0,4,100,1,0,261381,9400,81404,2,5,1,5,3,2477,61,2,1,3,41.9,0,3,80
2000,36,9.76,64.31,0,1,0,0,90000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,27.46,0,710,0,0,0,15,0,33343,23,799,795,0,0,0,0,0,3,23259,0,0,145,177,22,3,1,30,0,12,0,0,5,8,14,0,2,100,0,0,428250,26000,125091,1,5,2,3,3,8421,57,0,0,1,99.2,0,4,41
24000,36,6.89,739.85,2,1,0,0,115000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23.94,0,705,0,42,0,26,0,45024,46,769,765,0,0,0,0,0,0,18736,0,0,132,290,8,8,3,29,0,9,42,0,3,7,34,0,4,97.8,0,0,554392,56000,96592,0,2,0,3,5,5625,74,1,9,0,48.1,0,10,58
34000,36,15.77,1191.49,3,1,0,0,118000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,16.49,0,695,0,0,0,15,0,37546,30,729,725,0,0,0,0,0,10,4737,0,0,142,373,19,10,4,19,0,10,0,0,8,7,19,0,1,100,0,0,84735,40300,32735,0,1,1,1,2,16602,78,1,3,2,82,0,10,88
2400,36,15.77,84.11,3,0,0,1,24000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.6,0,715,0,0,0,6,0,7452,12,539,535,0,0,0,0,0,1,3724,0,0,47,54,29,1,0,29,0,0,0,0,1,9,3,0,1,100,0,0,35812,4300,24012,1,3,1,4,0,2707,62,0,11,0,63,0,8,62
4500,36,14.48,154.86,1,0,0,1,57000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19.66,0,685,0,65,0,8,0,1514,16,639,635,0,65,0,0,59,2,3460,0,0,60,90,5,2,0,5,66,9,65,2,5,8,8,0,5,87.5,0,0,52758,18400,33658,3,2,3,5,2,500,53,0,0,2,7.6,0,2,78
10000,36,11.99,332.1,1,1,0,0,60000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.08,0,660,0,30,77,12,1,10965,15,694,690,0,0,0,0,2455,2,1871,0,0,39,395,5,2,0,51,0,2,30,0,3,3,12,0,2,93.3,0,0,31858,6000,16458,2,2,1,1,1,1613,65,2,4,1,48.1,0,0,58
3000,36,11.99,99.63,2,0,0,1,65000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.64,0,660,1,64,0,14,0,8557,21,669,665,0,64,1,0,0,85,1159,0,0,93,40,19,19,0,19,0,0,0,5,6,11,10,0,0,76.2,0,0,20250,8500,8250,0,5,0,0,7,1660,80,0,0,1,87.3,0,0,93
5600,36,10.64,182.39,0,1,0,0,31000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.99,0,660,1,0,81,6,1,1996,21,724,720,0,0,1,0,0,83,399,0,0,149,209,1,1,2,62,0,1,0,0,1,6,13,0,2,100,1,0,6700,1800,0,1,0,0,0,2,1702,30,0,2,1,94.6,0,2,54
15000,36,9.76,482.32,0,1,0,0,81000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14.92,0,705,0,44,0,8,0,7924,15,664,660,0,0,1,0,0,19,35892,0,0,124,132,11,11,2,30,0,1,0,0,2,6,7,0,3,93.3,0,0,273241,9000,43526,0,2,0,1,2,5856,49,0,0,3,74.4,0,10,34
18000,36,9.17,573.83,0,1,0,0,67000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20.47,0,710,0,0,0,18,0,20630,34,794,790,0,0,0,0,0,35,14283,0,0,136,140,4,4,4,18,0,17,0,0,7,5,24,0,1,100,0,0,308174,25700,29034,1,1,0,0,4,4370,51,0,0,0,58.2,0,10,61
35000,36,9.17,1115.77,0,0,0,1,89000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29.06,0,740,0,0,0,5,0,24199,11,724,720,0,0,0,0,0,19,12515,0,0,81,293,28,19,0,28,0,0,0,0,1,3,8,0,0,100,0,0,95033,12500,56733,0,2,0,1,0,10574,66,0,2,0,84.6,0,10,68
5200,36,11.22,170.79,0,0,1,0,42000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18.4,0,665,0,0,0,7,0,8925,9,624,620,0,0,0,0,0,22,2635,0,0,33,81,11,11,0,11,0,11,0,0,5,3,6,0,1,100,0,0,24429,9300,15129,0,2,0,2,2,3448,76,0,1,1,96,0,10,63
35000,36,13.99,1196.05,2,1,0,0,85000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30.51,0,720,2,0,0,22,0,43488,51,654,650,0,0,1,0,0,27,7036,0,0,208,453,1,1,7,1,0,1,0,0,6,14,29,0,3,100,0,0,203043,54800,43700,3,2,0,0,3,11572,67,0,5,2,75.2,0,3,69
19600,60,17.27,489.97,3,0,1,0,54000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.93,1,670,0,22,0,20,0,11280,42,589,585,0,0,0,0,600,8,10324,0,0,156,163,5,5,0,5,22,7,22,0,3,23,19,0,3,89.5,0,0,177867,16500,157867,1,13,1,2,2,7314,116,0,0,1,58.9,0,2,126
8500,36,7.89,265.93,1,1,0,0,60000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29.4,0,715,0,29,57,12,1,4337,23,554,550,0,0,1,0,0,17,24488,0,0,255,217,16,4,1,29,29,4,29,0,4,11,11,0,1,91.3,1,0,322993,4400,60193,1,4,0,3,2,1347,60,0,2,3,56.4,0,10,64
11000,36,11.99,365.31,1,1,0,0,60000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18.94,0,670,2,0,0,25,0,9730,29,699,695,0,0,0,0,218,12,3322,0,0,86,59,7,7,1,11,0,5,0,0,3,18,10,0,3,100,0,0,112843,9000,93443,0,18,1,3,7,4189,74,5,0,4,89.8,0,5,79
24000,36,10.64,781.65,0,0,0,1,84000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,0,690,2,28,0,9,0,9171,20,554,550,0,28,0,0,0,8,2546,0,0,49,180,1,1,1,1,0,0,34,1,4,3,15,0,3,85,0,0,41193,22100,14573,2,1,1,2,2,5146,49,0,1,3,37.8,0,10,77
20000,60,16.99,496.95,3,1,0,0,65000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.26,0,670,2,34,83,6,1,23006,10,719,715,0,0,1,0,0,49,46623,0,0,49,57,7,7,2,7,34,4,34,0,5,1,7,0,2,90,0,0,297500,37500,0,0,0,0,0,2,9969,61,3,0,10,61.3,0,5,79
10000,36,7.89,312.86,2,0,1,0,44000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24.36,0,690,0,45,0,15,0,8759,32,624,620,0,0,0,0,4985,15,2347,0,0,88,120,2,2,2,2,45,15,45,0,4,7,23,0,3,93.7,0,0,64592,30500,32292,3,2,0,1,4,2888,51,0,1,0,27.9,0,0,75
12975,36,9.17,413.63,0,1,0,0,54000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.18,0,680,0,42,0,18,0,16893,35,729,725,0,0,0,0,0,9,16204,0,0,176,93,7,7,2,7,0,7,0,0,6,8,24,0,6,97.1,0,0,312214,28300,39489,0,2,1,1,7,3203,59,1,0,3,41.6,0,5,75
10000,36,7.89,312.86,2,0,0,1,42000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.09,0,705,0,0,0,8,0,8748,10,734,730,0,0,0,0,0,81,1094,0,0,81,225,7,7,0,14,0,1,0,0,5,1,9,0,1,100,0,0,17200,11600,0,0,0,0,0,4,1429,51,1,0,2,44.8,0,3,87
9000,36,8.49,284.07,0,0,1,0,42000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25.2,0,680,0,0,57,7,1,5637,19,699,695,0,0,1,0,0,3,2410,0,0,142,310,14,3,1,71,0,14,0,0,2,4,14,0,1,100,0,0,37740,3200,27640,1,2,1,1,3,2332,45,1,0,0,102,0,10,41
10500,60,18.49,269.44,3,0,0,1,28000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.83,0,660,1,61,39,29,1,10244,46,619,615,0,61,1,0,50,11,2336,0,0,125,170,9,9,0,18,61,0,61,1,3,31,15,0,3,97.6,1,0,83200,6900,57500,0,18,2,6,7,2927,81,0,0,3,79.2,0,4,100
19775,36,12.59,662.4,2,1,0,0,95000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.4,0,665,1,0,48,15,1,5229,38,749,745,0,0,1,0,286,27,29102,0,0,126,132,20,4,3,20,0,4,0,0,7,14,21,0,1,100,1,0,455258,8500,29455,1,2,0,0,5,1570,64,4,0,6,61.5,0,5,86
14500,36,11.22,476.23,0,0,0,1,48000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,13.5,0,685,1,0,0,20,0,18441,27,604,600,0,0,0,0,0,79,922,0,0,79,93,1,1,0,2,0,1,0,0,7,1,26,0,4,100,0,0,56000,37100,0,3,0,0,0,9,6995,33,0,0,1,42.4,0,10,56
21000,60,11.22,458.9,0,1,0,0,86000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.97,0,700,0,70,0,13,0,11274,30,754,750,0,70,0,0,0,10,13951,0,0,135,196,20,10,2,36,70,0,70,3,3,9,19,0,1,86.7,0,0,212150,14100,20000,0,1,1,1,2,4313,51,0,6,0,32,0,10,91
6000,36,11.22,197.06,0,1,0,0,52000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,11.72,0,660,1,0,0,13,0,4313,25,784,780,0,0,0,0,768,11,15722,0,0,108,98,3,3,1,3,0,3,0,0,2,17,7,0,3,100,0,0,207285,2700,37185,1,6,1,1,3,1047,108,1,2,2,76.9,0,3,117
6300,36,6.89,194.21,2,0,0,1,45000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.8,0,700,0,61,74,23,1,6824,45,724,720,0,61,0,0,0,87,1545,0,0,121,139,2,2,0,2,61,0,61,1,5,15,29,0,1,97.6,0,1,55193,17000,27393,1,9,0,0,4,2561,62,0,0,0,39,0,5,99
6000,36,7.89,187.72,2,0,0,1,60000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18.8,0,735,1,68,0,16,0,10963,21,784,780,0,68,0,0,0,15,1767,0,0,32,96,1,1,0,1,68,0,68,2,4,4,17,0,2,90.5,0,0,69895,22200,32095,2,3,0,2,6,4120,41,0,1,1,38,0,4,54
5000,36,11.99,166.05,1,0,1,0,70000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27.74,0,720,2,40,0,7,0,6486,19,624,620,0,0,0,0,0,3,11850,0,0,91,123,20,3,0,20,40,6,40,0,1,8,11,0,2,94.7,0,0,109289,11400,85489,2,3,2,3,4,4897,62,0,0,4,43,0,0,83
7000,36,9.8,225.22,0,0,0,1,50000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.76,0,715,0,0,0,8,0,8322,11,749,745,0,0,0,0,0,11,6815,0,0,59,124,8,8,0,8,0,11,0,0,3,3,8,0,3,100,0,0,70162,17700,50962,0,2,1,1,2,2861,55,1,0,3,44.6,0,2,75
16000,36,9.17,510.07,0,1,0,0,68000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.1,0,660,0,24,0,25,0,16866,45,694,690,0,0,0,0,1383,10,9017,0,0,185,213,10,10,2,10,24,10,24,1,11,14,28,0,3,91.1,0,0,238791,22100,59272,0,3,2,2,2,5145,60,0,1,3,61.9,0,8,83
6500,36,11.99,215.87,2,1,0,0,140000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.41,0,710,0,75,0,10,0,24168,25,719,715,0,0,1,0,0,5,56617,0,0,189,223,4,4,3,8,0,1,75,0,4,9,13,0,4,96,0,0,559066,50600,108466,2,2,2,3,3,8229,40,0,2,5,37,0,3,65
4000,36,6.89,123.31,2,0,0,1,45300,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.96,0,810,0,0,0,9,0,2404,19,784,780,0,0,0,0,0,7,1836,0,0,123,150,57,7,0,125,0,0,0,0,1,10,8,0,1,100,0,0,69782,14600,54182,0,6,1,1,0,2404,24,0,0,0,16.5,0,5,26
10000,36,8.49,315.63,0,0,0,1,30000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.67,0,670,1,0,0,21,0,21924,48,584,580,1,0,0,0,100,70,1096,0,0,154,178,1,1,0,27,0,1,0,0,9,2,46,0,1,100,0,0,69500,60400,0,1,0,0,0,2,3187,32,0,0,2,33.3,0,6,81
6075,36,17.57,218.32,3,0,0,1,40000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31.06,0,720,0,28,0,15,0,5205,41,634,630,0,0,0,0,2160,4,12740,0,0,156,237,2,2,0,3,28,11,28,0,4,21,20,0,6,97.6,0,0,202282,14800,168182,3,3,2,2,8,110,46,0,3,1,1.9,0,4,109
7500,36,13.18,253.36,1,1,0,0,75000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28.39,6,670,1,13,0,15,0,71970,35,689,685,0,13,0,0,0,7,28710,1,0,64,202,18,7,1,21,18,1,13,6,1,9,25,6,2,85.3,0,0,459177,500,95677,0,5,2,2,4,225,92,0,1,3,45,0,10,96
20000,36,5.32,602.3,1,1,0,0,50000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.15,0,705,0,0,0,25,0,23755,59,819,815,0,0,1,0,0,55,6664,0,0,147,185,3,3,2,11,0,11,0,0,5,33,24,0,3,100,0,0,203612,32100,55124,1,11,0,0,4,7289,70,0,0,1,63.8,0,2,91
21475,36,9.76,690.53,0,1,0,0,55800,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,11.38,0,715,0,0,0,7,0,24081,20,594,590,0,0,1,0,0,16,3440,0,0,149,273,15,15,2,15,0,5,0,0,4,2,16,0,0,100,0,0,39100,27600,0,0,0,0,1,3,16197,62,2,0,4,87.2,0,10,83
16000,36,7.49,497.63,1,0,0,1,70000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.09,0,695,1,0,0,15,0,39852,35,664,660,0,0,1,0,0,11,2657,0,0,109,242,4,4,0,4,0,0,0,0,12,2,33,0,3,100,0,0,89900,89100,0,1,0,1,1,4,16578,44,0,0,1,44.7,0,10,68
10500,36,9.17,334.73,0,0,1,0,32000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,37.4,0,680,1,0,74,14,1,7450,30,749,745,0,0,0,0,0,9,3414,0,0,134,231,25,9,3,25,0,0,0,0,2,15,12,0,1,100,1,0,75090,18900,53690,0,10,1,1,0,3811,64,0,2,2,37.4,0,10,75
30000,36,12.88,1009.09,2,0,0,1,139000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,21.38,1,660,1,9,0,20,0,27281,33,664,660,0,46,1,0,0,5,3900,0,0,116,310,16,5,5,16,40,5,40,1,12,7,20,0,2,78.8,0,0,99547,28000,65547,1,3,2,3,2,7418,78,2,0,6,84.8,0,10,77
12000,36,9.17,382.55,0,1,0,0,63000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.09,1,675,1,7,0,18,0,16474,39,694,690,0,0,0,0,0,8,13990,0,0,171,221,0,0,4,1,0,0,7,0,5,13,22,0,6,97.4,0,0,285551,24300,40351,2,4,2,5,6,4139,55,1,4,3,55.7,0,10,75
4000,36,6.24,122.13,1,1,0,0,50000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19.11,0,785,0,0,0,14,0,15896,36,784,780,0,0,1,0,0,14,17326,0,0,170,222,9,9,3,14,0,14,0,0,2,14,17,0,2,100,0,0,344517,62000,25917,0,3,0,3,4,7569,30,1,3,0,18.9,0,10,69
20625,60,18.2,525.99,4,1,0,0,125000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37.66,0,665,1,0,0,28,0,27013,58,534,530,0,0,1,0,4195,6,21236,0,0,128,160,5,5,6,14,0,5,0,0,4,14,38,0,4,100,0,0,580850,21300,152988,4,5,1,3,6,5674,60,1,0,1,70.8,0,10,68
8000,36,9.17,255.04,0,0,1,0,65000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10.27,0,660,0,73,60,12,1,10944,28,674,670,0,73,0,0,0,24,23487,0,0,100,175,0,0,3,18,73,7,73,1,2,5,20,0,2,95.8,1,0,259599,16500,12393,1,1,0,1,4,5632,47,0,5,3,47.4,0,6,55
5000,36,12.88,168.19,1,1,0,0,60000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30.24,2,685,2,18,0,10,0,11687,31,664,660,0,0,0,0,0,25,4113,0,0,83,95,9,9,1,9,18,4,18,0,2,7,22,0,2,90.3,0,0,72546,12500,46546,0,2,0,0,2,7300,57,0,1,3,63.4,0,7,63
13700,36,17.97,495.09,3,0,0,1,38500,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21.13,0,665,1,56,0,12,0,13022,18,499,0,0,56,0,0,0,0,1085,0,0,0,615,3,3,0,3,0,3,56,1,7,0,18,0,3,94.4,0,0,15600,8700,0,3,0,0,0,3,3110,84,0,0,1,91.6,0,4,69
3000,36,9.76,96.47,0,0,0,1,25000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15.22,0,660,3,58,61,5,1,3100,11,664,660,0,58,1,0,0,0,620,0,0,123,159,1,1,1,55,0,1,0,1,1,3,7,0,3,90.9,1,0,12000,2000,0,0,1,0,0,3,6637,71,2,1,3,83.9,0,10,85
15000,36,9.76,482.32,0,1,0,0,130000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.09,1,680,2,23,0,24,0,31792,42,544,540,0,26,0,0,387,5,1957,0,0,124,204,4,4,3,4,0,1,0,3,8,11,27,0,7,90.5,0,0,83185,43400,10500,5,1,2,3,7,10758,54,3,4,5,62.1,0,10,97
18000,36,11.48,593.4,0,0,0,1,86000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.23,0,755,1,0,0,25,0,10053,48,549,545,0,0,1,0,0,5,4657,0,0,127,152,5,5,0,7,0,5,0,0,4,16,32,0,6,100,0,0,181034,35000,127834,2,4,2,4,12,5077,46,1,2,5,28.1,0,10,72
14400,36,9.76,463.03,0,1,0,0,60000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17.85,0,670,1,37,0,15,0,7753,55,539,535,0,37,1,0,2587,18,8691,0,0,234,166,0,0,3,0,0,0,0,3,7,36,14,0,4,96.2,0,0,149855,16800,15155,2,2,0,2,6,1958,48,10,4,8,37.5,0,8,68
5000,36,7.91,156.48,2,0,0,1,53000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11.5,0,705,0,52,0,15,0,9155,37,774,770,0,52,0,0,0,21,1289,1,0,148,365,3,3,0,3,52,0,52,4,3,8,29,0,4,86.1,0,0,35471,18300,11571,2,1,0,2,5,5157,46,1,7,4,46.9,0,10,66
10500,36,15.41,366.1,3,0,0,1,25000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.37,0,675,2,59,0,6,0,0,23,624,620,0,59,0,0,0,2,3639,0,0,117,289,114,2,1,0,59,2,59,1,0,12,8,0,2,82.6,0,0,34544,0,34544,1,5,2,4,0,0,63,5,3,4,94,0,0,63
15200,36,10.64,495.05,0,1,0,0,59000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,32.4,2,660,1,5,0,16,0,20843,30,704,700,0,5,0,0,0,24,8010,1,0,152,380,16,16,2,35,0,4,5,1,5,5,23,1,0,90,0,0,218694,27500,90471,0,5,0,1,1,7922,51,0,0,3,75.8,0,1,52
10000,36,8.38,315.12,0,0,0,1,62400,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.37,0,680,1,0,0,15,0,16031,24,499,0,0,0,1,0,0,0,1069,0,0,0,80,13,13,0,13,0,5,0,0,11,0,23,0,0,100,0,0,51300,46300,0,0,0,0,0,4,4509,31,0,0,1,34.3,0,1,82
15000,36,15.77,525.66,3,1,0,0,102000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,17.51,1,675,1,8,0,21,0,9212,36,699,695,0,59,1,0,0,2,10745,0,0,130,145,0,0,4,2,8,0,8,2,5,15,17,0,5,91.7,0,0,240258,7300,44720,5,10,2,6,3,1784,72,0,0,1,54.1,0,4,82
12475,36,17.57,448.32,3,1,0,0,30000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37.32,0,660,1,39,38,11,1,6721,23,539,535,0,0,0,0,0,4,4040,0,0,170,245,12,4,2,16,0,5,0,0,2,7,14,0,3,95.2,1,0,86058,4800,33197,2,2,2,2,6,3396,80,1,2,3,94.8,0,10,96
4600,36,17.97,166.24,3,0,0,1,15396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.96,0,790,2,0,0,6,0,90,13,564,560,0,0,0,0,0,34,18,0,0,129,302,6,6,0,102,0,0,0,0,0,2,11,0,1,100,0,0,32200,29700,0,1,0,0,0,1,0,0,2,0,3,0,0,3,84
16200,36,17.86,584.54,3,1,0,0,45000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28.29,0,665,0,0,82,11,1,9208,18,614,610,0,0,0,0,0,21,4630,0,0,111,117,18,18,3,18,0,18,0,0,4,5,10,0,0,100,1,0,87379,7300,38734,0,2,0,1,2,2939,53,0,0,0,95.8,0,8,45
7500,36,11.99,249.08,1,0,0,1,65000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11.59,0,680,0,0,0,8,0,18807,15,674,670,0,0,0,0,0,0,2687,0,0,0,123,23,23,0,23,0,11,0,0,4,0,15,0,0,100,0,0,21200,17500,0,0,0,0,0,3,8612,89,1,0,1,95.9,0,7,77
9575,36,7.89,299.57,1,0,0,1,52000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31.5,0,705,0,48,0,14,0,5514,34,679,675,0,48,1,0,0,17,2177,0,0,148,139,23,17,1,23,0,7,0,1,2,14,19,0,0,97,0,0,59651,9600,34251,0,3,0,1,1,4541,44,1,2,2,52.6,0,10,60
12400,36,10.64,403.85,0,0,0,1,54000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17.09,0,685,0,0,0,11,0,16753,16,739,735,0,0,0,0,0,26,1966,0,0,26,82,4,4,0,4,0,15,0,0,7,1,14,0,1,100,0,0,40995,22800,10395,1,1,0,0,1,4982,53,0,1,0,61.1,0,0,47
12500,36,7.49,388.78,1,1,0,0,99500,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.18,0,705,0,59,0,6,0,4739,12,829,825,0,0,1,0,0,10,7170,0,0,42,286,46,10,1,153,0,11,0,0,1,4,7,0,1,91.7,0,0,51021,2100,45321,0,3,1,3,0,1680,84,1,4,1,80,0,10,85
4000,36,14.85,138.37,1,1,0,0,30000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.18,1,665,2,10,63,11,1,5339,22,689,685,0,10,0,0,0,145,534,0,0,145,257,0,0,0,6,10,0,10,1,1,1,21,1,5,90.5,1,0,26600,5500,0,2,0,0,0,10,3809,20,1,0,6,69.3,0,5,72
20000,36,14.48,688.23,2,0,0,1,90000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.2,0,665,0,53,0,5,0,17523,8,694,690,0,53,1,0,157,11,6865,0,0,13,90,12,11,0,12,0,12,53,1,1,2,5,0,2,87.5,0,0,44375,17400,21975,0,2,1,2,1,13620,77,0,2,2,78.3,0,4,77
11750,60,15.41,282.07,3,1,0,0,57000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29.54,1,670,1,7,8,18,4,16405,28,674,670,0,61,1,0,0,20,3367,0,0,67,312,45,20,2,45,53,4,53,0,8,3,23,0,0,89.3,0,4,153220,15600,20000,0,1,0,1,0,2781,57,0,0,1,68.1,0,6,53
3000,36,10.64,97.71,0,0,1,0,40000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.62,0,725,0,0,0,8,0,12673,17,739,735,0,0,0,0,73,14,2641,0,0,169,610,36,14,1,41,0,0,0,0,4,6,10,0,0,100,0,0,30950,8100,12750,0,2,0,1,0,1547,68,0,0,0,50.7,0,10,66
15900,36,6.49,487.25,2,0,0,1,46217,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,16.49,0,770,1,0,0,9,0,1143,19,779,775,0,0,0,0,0,6,7617,0,0,173,156,5,5,0,26,0,6,0,0,1,10,9,0,2,100,0,0,73156,11800,51456,2,2,1,2,1,1143,43,2,0,2,9.7,0,3,88
15000,36,10.78,489.52,0,1,0,0,95000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.21,0,660,1,0,0,16,0,33207,44,669,665,0,50,0,0,0,4,23381,0,0,266,163,5,4,2,5,0,0,0,0,5,18,24,0,6,100,0,0,394575,38500,83225,2,6,2,2,4,13281,66,0,0,2,77,0,10,99
